#OG_name	protein_names
OG_1	A0A2K3DNG6_CHLRE A0A2K1KW76_PHYPA USO1_HUMAN GOGC6_ARATH A7RSQ0_NEMVE A7T7T5_NEMVE H3H5P8_PHYRM H3H0H4_PHYRM Q553R1_DICDI A9UY57_MONBE E9AF72_LEIMA Q1K4Z6_NEUCR A0A0D1C041_USTMA F4PCC2_BATDJ
OG_8700	Q8IE17_PLAF7 A0E5F3_PARTE Q6BFC0_PARTE A0BAL3_PARTE
OG_8701	A0D907_PARTE A0D908_PARTE Q3SEB3_PARTE A0C0D1_PARTE A0C0D2_PARTE A0CVK6_PARTE A2F133_TRIVA A2ES57_TRIVA A8IA45_CHLRE A0A2K1J004_PHYPA A9SP56_PHYPA A9SJK8_PHYPA A0A2K1KFD7_PHYPA VATB1_HUMAN VATB2_HUMAN VATB2_ARATH VATB3_ARATH VATB1_ARATH A7S0L1_NEMVE H3GAT6_PHYRM VATB_DICDI B8C0L1_THAPS A9V6U8_MONBE Q4Q821_LEIMA VATB_NEUCR Q6ZMA8_PLAF7 A0A0D1CAX4_USTMA F4P171_BATDJ A8BPV3_GIAIC
OG_8702	A0DD97_PARTE A0BE85_PARTE A0BSS1_PARTE A0DAW0_PARTE A0CGG4_PARTE A0DBP8_PARTE A0CM53_PARTE A0D3G9_PARTE A8J0N7_CHLRE A9SAK3_PHYPA A0A2K1JKS0_PHYPA A9RC11_PHYPA A0A2K1IBT1_PHYPA A0A1P8BDT8_ARATH PCKA_ARATH A7T990_NEMVE H3G8U5_PHYRM H3G9G9_PHYRM H3G9H0_PHYRM PCKA_DICDI B8C274_THAPS A9UUG8_MONBE E9ADF8_LEIMA E9ADF9_LEIMA PCKA_NEUCR Q8IDR1_PLAF7 A0A0D1E2J3_USTMA F4P350_BATDJ
OG_8703	RPOB2_CHLRE RPOB_PHYPA RPOB_ARATH RPOB_PLAF7 RPOB1_CHLRE A7T992_NEMVE RPOB_THAPS B8LEQ0_THAPS
OG_8704	A0A2K1J0N5_PHYPA A8B2N4_GIAIC A0D7M6_PARTE A0A2K3D6S1_CHLRE H3G9F7_PHYRM RPC2_DICDI B8BQM2_THAPS A9V2W9_MONBE Q8I5X9_PLAF7 A0A0D1E1A2_USTMA F4NYH1_BATDJ A2E3T5_TRIVA RPC2_HUMAN NRPC2_ARATH Q4QD43_LEIMA Q1K5Q5_NEUCR
OG_8705	A0A2K1KJQ6_PHYPA A0A2K3DJ39_CHLRE A7SSE2_NEMVE RPA2_DICDI A9VCU6_MONBE Q4QA33_LEIMA A0BY74_PARTE A0E2A7_PARTE A2EN74_TRIVA RPA2_HUMAN NRPA2_ARATH A7T1C9_NEMVE H3G5P5_PHYRM B8CA95_THAPS RPA2_NEUCR Q8II17_PLAF7 A0A0D1E5E8_USTMA F4P3R2_BATDJ A8B827_GIAIC A7RUS3_NEMVE A0A2K1JDR1_PHYPA
OG_8706	A9SJE5_PHYPA F4P680_BATDJ A0CUT2_PARTE A0DEB3_PARTE A0A2K3E045_CHLRE NRPB2_ARATH B8C598_THAPS Q4Q6P8_LEIMA Q7RYF4_NEUCR O96236_PLAF7 A2E7H8_TRIVA RPB2_HUMAN A7SHD8_NEMVE H3GA07_PHYRM RPB2_DICDI A9UUX4_MONBE A0A0D1DTZ1_USTMA F4P679_BATDJ E2RU19_GIAIC NRPD2_ARATH RPD2B_ARATH A0A2K1I9L8_PHYPA A0A2K1JDE5_PHYPA A0A2K1KNQ7_PHYPA A0A2K1JUV8_PHYPA A0A2K1KI01_PHYPA A0A2K1KPW7_PHYPA A0A2K1K2Y5_PHYPA A0A2K1KNI8_PHYPA H3GK19_PHYRM A0A2K1IEY2_PHYPA A0A2K1J7D2_PHYPA A0A2K1J3K0_PHYPA A9SR44_PHYPA A0A2K1K3K9_PHYPA A0A2K1JYN8_PHYPA A0A2K1KK71_PHYPA
OG_8707	A0CPD4_PARTE A0DJD3_PARTE A0EB19_PARTE A0CHE4_PARTE A0EHR9_PARTE A8IQU3_CHLRE ATPB_CHLRE A0A2K1KEA8_PHYPA A9T281_PHYPA ATPB_PHYPA ATPB_HUMAN ATPB_ARATH ATPBM_ARATH ATPBN_ARATH ATPBO_ARATH A7SPP0_NEMVE H3G9K5_PHYRM ATPB_DICDI ATPB_THAPS B8LET6_THAPS B5YP88_THAPS A9UYC5_MONBE Q4Q9X5_LEIMA Q4Q9X6_LEIMA ATPB_NEUCR Q8I0V2_PLAF7 A0A0D1E227_USTMA F4P7I4_BATDJ
OG_8708	A0CM01_PARTE A0BST3_PARTE A0D3L9_PARTE A0DDF2_PARTE A0CFB3_PARTE A0DAW8_PARTE A2DHM5_TRIVA A2E2B6_TRIVA A2E744_TRIVA A2EES5_TRIVA A2FVM1_TRIVA A2EQM0_TRIVA A8J5Z0_CHLRE A9RZU5_PHYPA A9S0Q1_PHYPA RLA0L_HUMAN RLA0_HUMAN RLA01_ARATH RLA03_ARATH RLA02_ARATH A7SQ36_NEMVE H3G993_PHYRM RLA0_DICDI B8CG46_THAPS A9UW12_MONBE E9ADB9_LEIMA RLA0_NEUCR Q8II61_PLAF7 A0A0D1DPN9_USTMA F4NW78_BATDJ A8BNT0_GIAIC
OG_8709	A0CFS4_PARTE H3HBW3_PHYRM A0CFS3_PARTE A0CH09_PARTE A0DB90_PARTE A0A2K3DWB3_CHLRE GTPB1_HUMAN A7SDY7_NEMVE A7T8T5_NEMVE Q54D77_DICDI B8C169_THAPS A9VCG9_MONBE Q4Q3Q6_LEIMA Q7S1Q2_NEUCR A0A0D1DVJ2_USTMA F4P6C5_BATDJ GTPB2_HUMAN A7RIS7_NEMVE A7TDI0_NEMVE
OG_8710	H3GQJ9_PHYRM A0A0D1DPV4_USTMA A0DAW5_PARTE Q7SF69_NEUCR A0DDF7_PARTE A0CFB8_PARTE A0A2K3DNI5_CHLRE A9V1T3_MONBE F4NRK7_BATDJ Q4Q2V4_LEIMA
OG_8711	A0BPW0_PARTE A0EAW1_PARTE A0CPI4_PARTE A0D6Q8_PARTE A2E6B9_TRIVA A0A2K3DAI9_CHLRE A9RQH7_PHYPA A0A2K1JUQ8_PHYPA A0A2K1KC79_PHYPA NOP58_HUMAN NOP5C_ARATH NOP5A_ARATH NOP5B_ARATH A7RI45_NEMVE H3G8P9_PHYRM H3G5X2_PHYRM NOP58_DICDI B8C288_THAPS A9VDJ0_MONBE Q4QF42_LEIMA NOP58_NEUCR Q8IJV7_PLAF7 NOP58_USTMA F4P9U1_BATDJ A8BBN0_GIAIC
OG_8712	A0BBI9_PARTE A0BBJ0_PARTE Q6BG42_PARTE A0CJV8_PARTE A0CMZ7_PARTE A0CKY0_PARTE A0CKY1_PARTE A0C7V0_PARTE A0E681_PARTE A8HP06_CHLRE A0A2K1KH22_PHYPA A9TP02_PHYPA SDHA_HUMAN SDHA1_ARATH SDHA2_ARATH A7SCJ3_NEMVE H3GIQ9_PHYRM SDHA_DICDI B8CCT7_THAPS A9V659_MONBE Q4QAG8_LEIMA A7UWT5_NEUCR Q8IJ66_PLAF7 A0A0D1CDW6_USTMA F4P8I9_BATDJ
OG_8713	A0CPJ5_PARTE A0BPV0_PARTE A0D6R6_PARTE A0EAV2_PARTE A2F468_TRIVA A8JIJ1_CHLRE A9SV98_PHYPA A0A2K1KAL0_PHYPA DX39A_HUMAN DX39B_HUMAN RH15_ARATH RH56_ARATH A7RYW1_NEMVE H3G9Z6_PHYRM Q55CR6_DICDI B8LBP2_THAPS A9UYD6_MONBE Q4QC38_LEIMA Q7RW10_NEUCR Q9TY94_PLAF7 A0A0D1BZF0_USTMA F4NTX2_BATDJ A8BS28_GIAIC
OG_8714	Q3SD10_PARTE Q3SD44_PARTE A2E9K2_TRIVA A8JC30_CHLRE A0A2K1IVB9_PHYPA A9RG76_PHYPA A9T8D1_PHYPA A9RHX4_PHYPA SAR1A_HUMAN SAR1B_HUMAN SAR1A_ARATH Q8VYP7_ARATH O80489_ARATH SAR1B_ARATH Q3E6Q3_ARATH A7RS05_NEMVE H3G8B2_PHYRM SAR1A_DICDI B8BUA4_THAPS B8LDI9_THAPS A9V054_MONBE Q4QJK0_LEIMA SAR1_NEUCR Q8I1S0_PLAF7 SAR1_USTMA F4NWP4_BATDJ A8B8P7_GIAIC
OG_8715	A0BVY9_PARTE A0C0T4_PARTE A2F410_TRIVA A0A2K3DX78_CHLRE A0A2K1ILQ0_PHYPA A0A2K1ILQ1_PHYPA DKC1_HUMAN CBF5_ARATH A7RTE5_NEMVE H3G970_PHYRM DKC1_DICDI A9UQV1_MONBE Q1K6T3_NEUCR A0A0D1EAJ9_USTMA F4NZG3_BATDJ A8BZ83_GIAIC B8C572_THAPS Q4QC07_LEIMA Q8ILS0_PLAF7
OG_8716	A0A2K1L2I3_PHYPA Q0WVR7_ARATH A7T9C1_NEMVE A0A2K3CU80_CHLRE TRUB1_HUMAN H3G7Y4_PHYRM B8CCU3_THAPS A9UQA2_MONBE Q1K7K6_NEUCR Q8I715_PLAF7 A0A0D1CR96_USTMA TRUB2_HUMAN
OG_8717	A0E2L8_PARTE A0BKH2_PARTE A2DDM6_TRIVA A2E0N9_TRIVA A2FE95_TRIVA A0A2K3E6N4_CHLRE A0A2K1J3K7_PHYPA A0A2K1L3R3_PHYPA VPS35_HUMAN VP35C_ARATH VP35B_ARATH VP35A_ARATH A7T5B7_NEMVE A7RRD4_NEMVE H3H0X1_PHYRM VPS35_DICDI B8C964_THAPS A9V7Q1_MONBE Q4QCG8_LEIMA Q7SAE6_NEUCR Q8IIQ6_PLAF7 A0A0D1E628_USTMA F4NX65_BATDJ E2RU45_GIAIC
OG_8718	A0BPP6_PARTE A0CPQ0_PARTE A0DJZ0_PARTE A0D6W6_PARTE A2FL92_TRIVA A2FL98_TRIVA A2FL99_TRIVA A8IF08_CHLRE A9U1I5_PHYPA TCPQ_HUMAN TCPQ_ARATH A7SBU6_NEMVE H3G986_PHYRM TCPQ_DICDI B8C655_THAPS A9V001_MONBE Q4Q063_LEIMA Q7S1Y6_NEUCR O96220_PLAF7 A0A0D1C026_USTMA F4NVC2_BATDJ A8BAU7_GIAIC
OG_8719	A0BPP5_PARTE A0CPQ1_PARTE A0A2K3D741_CHLRE A9RL78_PHYPA ETFB_HUMAN ETFB_ARATH A7SRQ1_NEMVE A7TC47_NEMVE A7TC48_NEMVE H3GAL6_PHYRM ETFB_DICDI B5YMT1_THAPS A9UYQ5_MONBE Q4QA84_LEIMA Q7S8Q8_NEUCR A0A0D1CGP8_USTMA F4NTC5_BATDJ
OG_8720	A0A2K3DSG7_CHLRE A9RFY5_PHYPA A9SBK8_PHYPA ACLA2_ARATH ACLA1_ARATH ACLA3_ARATH Q54YA2_DICDI V5IN52_NEUCR
OG_8721	A0A2K3E135_CHLRE A9S3S9_PHYPA A9RYG5_PHYPA ACLB2_ARATH ACLB1_ARATH ACLY_DICDI ACL1_NEUCR ACLY_HUMAN A7SFA3_NEMVE H3GA27_PHYRM A9USL5_MONBE A0A0D1E557_USTMA F4PAI0_BATDJ
OG_8722	A0BVS8_PARTE A0C0Z3_PARTE A0CAA0_PARTE A0CX81_PARTE A0DGY7_PARTE A0DPV6_PARTE A0A2K3CVN0_CHLRE A9TQC3_PHYPA A9TQC4_PHYPA A9TUQ7_PHYPA DTC_ARATH H3G8W4_PHYRM M2OM_DICDI B8C9Q9_THAPS M2OM_NEUCR Q8IB73_PLAF7 A0C9V7_PARTE M2OM_HUMAN A7RL59_NEMVE A9UVK8_MONBE A9TYF2_PHYPA
OG_8723	A0DVR2_PARTE A7SPL4_NEMVE A8DWA0_NEMVE H3GVU4_PHYRM H3GVU5_PHYRM UCPB_DICDI B8BSF4_THAPS B8BYN5_THAPS A9UXK8_MONBE A0A0D1E7E4_USTMA F4NYQ3_BATDJ A0A2K1IS60_PHYPA
OG_8724	A0BKM0_PARTE A0BZE5_PARTE A0E2R4_PARTE A0BFI0_PARTE A0BT24_PARTE A0CIE1_PARTE A0DXV9_PARTE A2D7V7_TRIVA A2FVM3_TRIVA A2EA49_TRIVA A2DGT9_TRIVA A2DS53_TRIVA A2DSP8_TRIVA A2DZ26_TRIVA A0A2K3D4X3_CHLRE A9T4V2_PHYPA A9SHV1_PHYPA A9SBR7_PHYPA A9SGB5_PHYPA A9T6N0_PHYPA RL13A_HUMAN R13P3_HUMAN R13A4_ARATH R13A2_ARATH R13A1_ARATH R13A3_ARATH A7SBZ8_NEMVE H3G8D4_PHYRM RL13A_DICDI B8C0R3_THAPS A9V9H5_MONBE Q4Q3B9_LEIMA Q4QFG2_LEIMA RL16_NEUCR Q8IJZ7_PLAF7 F4P0Q4_BATDJ A8BU75_GIAIC A0A0D1E4R3_USTMA
OG_8725	A0DHW6_PARTE A0C5X1_PARTE A8J810_CHLRE A0A2K1L6N9_PHYPA RM13_HUMAN Q7XA68_ARATH RK13_ARATH A7SWD2_NEMVE H3G8X3_PHYRM Q554U7_DICDI B8BX67_THAPS A9UP52_MONBE Q4Q2H6_LEIMA Q7SBV6_NEUCR O96222_PLAF7 A0A0D1CG89_USTMA F4P5H6_BATDJ A8HWZ6_CHLRE A0A2K1IH94_PHYPA A0A2K1ITU6_PHYPA A0A2K1K8E6_PHYPA A0T0Z5_THAPS
OG_8726	A0DH92_PARTE A0BVQ1_PARTE A0D0D6_PARTE A0D4V2_PARTE A0C125_PARTE A0DC44_PARTE A2FXW4_TRIVA A2DHU8_TRIVA A8JHC3_CHLRE A9RQ30_PHYPA A9S6F7_PHYPA RS11_HUMAN RS112_ARATH RS111_ARATH RS113_ARATH A7RL80_NEMVE H3GAD4_PHYRM H3GAY1_PHYRM RS11_DICDI B8C1P3_THAPS A9V2L2_MONBE Q4QCN7_LEIMA Q7SFZ2_NEUCR O77381_PLAF7 A0A0D1E616_USTMA F4NWV3_BATDJ A8BVU0_GIAIC
OG_8727	A0BVQ2_PARTE A0C124_PARTE A8JCA8_CHLRE A9TEJ6_PHYPA A9STM2_PHYPA U5S1_HUMAN GFL_ARATH CLO_ARATH A7SGZ8_NEMVE H3G917_PHYRM Q54R72_DICDI B8BS09_THAPS A9VBV8_MONBE Q4Q555_LEIMA Q7SHP3_NEUCR Q8IJZ9_PLAF7 A0A0D1DZ43_USTMA F4NSP8_BATDJ A2E2N4_TRIVA
OG_8728	A0CSQ6_PARTE A0CSQ7_PARTE A0ED84_PARTE A0A2K3DWN1_CHLRE A0A2K3DX99_CHLRE A0A2K1ICW8_PHYPA A0A2K1L6U9_PHYPA GUF1_HUMAN GUF1_ARATH GUFP_ARATH A7S680_NEMVE A7TBR9_NEMVE H3G5E1_PHYRM GUF1_DICDI GUF1_THAPS A9V3I8_MONBE GUF1_LEIMA GUF1_NEUCR GUF1_PLAF7 A0A0D1E4W6_USTMA F4P1R2_BATDJ B8BPV6_THAPS
OG_8729	A0CSZ1_PARTE A0A2K1ICT2_PHYPA A0A2K1ICU4_PHYPA F4IGQ9_ARATH A7SBA3_NEMVE A8DVE0_NEMVE B8BV18_THAPS A9UTV4_MONBE F4P275_BATDJ A0CNW2_PARTE A0A2K3E0D8_CHLRE A0A2K1KQE7_PHYPA IF2P_HUMAN C0SUW8_ARATH Q9SRE1_ARATH F4I420_ARATH F4I421_ARATH A7SBA1_NEMVE H3G6Q2_PHYRM IF2P_DICDI Q4Q3R1_LEIMA Q7S829_NEUCR C6KSR8_PLAF7 A0A0D1DP65_USTMA A2DGI5_TRIVA A8BUL3_GIAIC
OG_8730	A0E3X4_PARTE A0DPV3_PARTE A0E3X6_PARTE A0EDT0_PARTE Q9U9C6_PARTE A0BL60_PARTE A0A2K3D3E1_CHLRE A8HX38_CHLRE A0A2K1KJ69_PHYPA A9RGA5_PHYPA A9RGD1_PHYPA A9RGD5_PHYPA A9SA04_PHYPA A9SA16_PHYPA A9SJB4_PHYPA EF1A1_HUMAN EF1A3_HUMAN EF1A2_HUMAN EF1A4_ARATH EF1A3_ARATH EF1A1_ARATH EF1A2_ARATH A7SSW8_NEMVE H3G8L8_PHYRM H3G8M4_PHYRM EF1A1_DICDI EF1A2_DICDI B8BW58_THAPS B8C995_THAPS B8LEI9_THAPS A9UYL6_MONBE Q4QEI8_LEIMA Q4QEI9_LEIMA EF1A_NEUCR Q8I0P6_PLAF7 A0A0D1E5U0_USTMA F4P0I2_BATDJ A2DD88_TRIVA A2DD89_TRIVA A2DSF6_TRIVA A2FH30_TRIVA A2FH31_TRIVA A8BVR3_GIAIC
OG_8731	A0E926_PARTE A2EDI9_TRIVA A0A2K3DPW5_CHLRE A0A2K1IAA5_PHYPA ERF3A_HUMAN ERF3B_HUMAN Q9LMS7_ARATH A7RKR5_NEMVE A7RKR6_NEMVE A7S8M1_NEMVE H3G5C7_PHYRM ERF3_DICDI B8C3A0_THAPS A9UW29_MONBE Q4QGW5_LEIMA V5IKU8_NEUCR Q8IIC9_PLAF7 A0A0D1DSQ2_USTMA F4NTU5_BATDJ A8B9S8_GIAIC
OG_8732	A0A2K3E076_CHLRE EFGC_ARATH H3GPJ8_PHYRM Q55G92_DICDI B8CET1_THAPS A9V2W3_MONBE Q7S9B4_NEUCR C6KSM4_PLAF7 Q8I568_PLAF7 A0A0D1CBB6_USTMA F4P6Y6_BATDJ A0A2K1JQF3_PHYPA RRF2M_HUMAN Q4Q870_LEIMA B5YM55_THAPS A0D5J3_PARTE A7TBN5_NEMVE
OG_8733	A8JCK3_CHLRE A0A2K1J9W7_PHYPA A0A2K1IEZ1_PHYPA H3G8Y0_PHYRM Q75JG3_DICDI B8LBN7_THAPS Q4QA83_LEIMA Q8IBU4_PLAF7 F4PBK2_BATDJ A0CDU0_PARTE A0DF70_PARTE SVR3_ARATH B8BZQ7_THAPS A0A2K3D1G0_CHLRE F4IPW5_ARATH A9SXF4_PHYPA
OG_8734	EFGM2_ARATH EFGM1_ARATH EFGM_DICDI Q4Q219_LEIMA A0C9U4_PARTE A0DGW7_PARTE A0A2K3D792_CHLRE A0A2K1INS8_PHYPA A9RPB9_PHYPA EFGM_HUMAN EFGM_NEMVE H3G9L2_PHYRM B8LBM6_THAPS A9UPU3_MONBE EFGM_NEUCR Q8I592_PLAF7 EFGM_USTMA F4NY64_BATDJ
OG_8735	A0A2K3CZ89_CHLRE A0A2K1KLF2_PHYPA HBS1L_HUMAN A7RM15_NEMVE H3G570_PHYRM Q54QJ0_DICDI B8BYC2_THAPS V5ILK5_NEUCR Q8I2K5_PLAF7 F4NSA4_BATDJ E9AFP2_LEIMA A0A0D1DVG4_USTMA A9V3J9_MONBE A2FN77_TRIVA A0BL72_PARTE
OG_8736	B5YM78_THAPS A8DVX0_NEMVE A0A2K1IM39_PHYPA A0A2K3E517_CHLRE
OG_8737	B8C667_THAPS Q8IDL6_PLAF7 A8BFK6_GIAIC
OG_8738	A0BKR2_PARTE A0E2W4_PARTE A0DXY9_PARTE A0CIA1_PARTE A2DTN3_TRIVA A2E5C0_TRIVA A8HQI6_CHLRE A9RIY7_PHYPA A9RNI7_PHYPA A9U3F0_PHYPA A9THW8_PHYPA PSA7_HUMAN PSMA8_HUMAN PSA7B_ARATH PSA7A_ARATH A7RMQ8_NEMVE H3GBZ7_PHYRM PSA7_DICDI B8BR42_THAPS A9UU85_MONBE Q4QH56_LEIMA U9W2Y4_NEUCR Q8IDG2_PLAF7 A0A0D1DVB0_USTMA F4P9L4_BATDJ A8BSF1_GIAIC
OG_8739	A0BKT3_PARTE A0E2Y1_PARTE A0BPK2_PARTE A0DUY0_PARTE A0EI79_PARTE A0A2K3DTT8_CHLRE A0A2K1IJC7_PHYPA A0A2K1IW70_PHYPA A9TJK1_PHYPA IDHC_HUMAN IDHP_HUMAN ICDHP_ARATH ICDHX_ARATH ICDHC_ARATH A7S2F7_NEMVE A7S378_NEMVE H3G9I7_PHYRM H3GA90_PHYRM IDHP_DICDI IDHC_DICDI B8BX37_THAPS Q4QHI7_LEIMA V5ILI1_NEUCR Q8I6T2_PLAF7 A0A0D1DNL5_USTMA F4NV91_BATDJ A0A0D1CIK8_USTMA Q7SH15_NEUCR F4NTN8_BATDJ
OG_8740	A0A2K3DSP4_CHLRE A0A2K1IJS0_PHYPA LIPN_HUMAN A7S3Q1_NEMVE A7S6G4_NEMVE A7SCY7_NEMVE A7T3E6_NEMVE A7SL62_NEMVE A7SVU2_NEMVE Q55EU8_DICDI LIPG_HUMAN LICH_HUMAN H3GJN3_PHYRM H3GJN4_PHYRM H3GJN5_PHYRM H3GJP0_PHYRM Q55EU1_DICDI A0A2K1L8B5_PHYPA Q7SGP3_NEUCR A0CQ13_PARTE A0BHJ2_PARTE A0DLD4_PARTE A0A2K3CNS0_CHLRE A0A2K3D3D3_CHLRE A0A2K1IKG2_PHYPA A0A2K1K5S5_PHYPA A0A2K1KX94_PHYPA A9RNS2_PHYPA LIP1_ARATH LIPK_HUMAN LIPM_HUMAN LIPJ_HUMAN H3G906_PHYRM Q55EU9_DICDI H3GMN4_PHYRM LIP2_ARATH A0A0D1DMN6_USTMA Q8II98_PLAF7 Q75JK5_DICDI A0DNW2_PARTE A0DY72_PARTE A0E8V9_PARTE F4NXP3_BATDJ F4NSJ8_BATDJ A0A0D1E0V6_USTMA A0A2K3DIQ2_CHLRE A9VA29_MONBE Q7SER8_NEUCR Q86KU7_DICDI
OG_8741	A0C652_PARTE A0CAI0_PARTE A0CCH1_PARTE A0C192_PARTE A0A2K3E3H6_CHLRE H3GTX1_PHYRM F4NYS2_BATDJ A8BGU6_GIAIC
OG_8742	A0BCG4_PARTE A0DGR6_PARTE A0C9Q3_PARTE A0C9Q4_PARTE A2F9N0_TRIVA A2DD62_TRIVA A2D873_TRIVA A2DYM3_TRIVA A8ID84_CHLRE A9T2B3_PHYPA A9TUZ9_PHYPA RL3L_HUMAN A7SU77_NEMVE A7SCQ8_NEMVE A7SU78_NEMVE H3G9A1_PHYRM B5YMS4_THAPS A9V9G4_MONBE Q4Q2Q6_LEIMA RL3_NEUCR Q8IJC6_PLAF7 A0A0D1E0M2_USTMA A8BRZ3_GIAIC F4NU41_BATDJ RL32_ARATH A9SGV3_PHYPA RL3_HUMAN RL31_ARATH RL3_DICDI
OG_8743	A8DVQ6_NEMVE C0H543_PLAF7 A8JE35_CHLRE A0A2K1J6M7_PHYPA A0A2K1KHG4_PHYPA RK3A_ARATH RK3_THAPS A0A2K3E7Z9_CHLRE
OG_8744	Q8I4X7_PLAF7 A0A2K1IJW3_PHYPA A9UU71_MONBE F4P9E5_BATDJ RM03_HUMAN A7SQV4_NEMVE B8C6P6_THAPS A0D1W5_PARTE A0DEC4_PARTE A0A2K3E681_CHLRE RK3B_ARATH H3G899_PHYRM A0A0D1E1A8_USTMA Q1K8T6_NEUCR Q54I61_DICDI E9ADK5_LEIMA
OG_8745	A0C4W2_PARTE A0CRC3_PARTE A0CXH8_PARTE A0CYT3_PARTE A0DP72_PARTE A0BCG6_PARTE A2D7E3_TRIVA A2DG67_TRIVA A2E6C2_TRIVA A2EBD1_TRIVA A2FXW1_TRIVA A2FZ05_TRIVA A2GP87_TRIVA A8HP90_CHLRE A0A2K1JGA9_PHYPA A0A2K1JH13_PHYPA A9RUW5_PHYPA A9S9Y8_PHYPA RL6_HUMAN RL63_ARATH RL62_ARATH RL61_ARATH A7S4S4_NEMVE H3G8Y2_PHYRM H3H2X8_PHYRM RL6_DICDI B8CBR7_THAPS A9UQ35_MONBE Q4Q4D3_LEIMA Q4QF84_LEIMA Q7SH22_NEUCR Q8IDV1_PLAF7 A0A0D1E0L7_USTMA F4P7G7_BATDJ
OG_8746	A0C5D6_PARTE A0C8Z6_PARTE A0CRS7_PARTE A0CXX4_PARTE A0BCI5_PARTE A0CYC2_PARTE A0C9M0_PARTE A0DGN9_PARTE A2DM53_TRIVA A8HS59_CHLRE A0A2K1L797_PHYPA A9SN83_PHYPA A0A2K1JTM7_PHYPA A0A2K1KD03_PHYPA A9RQX8_PHYPA RL17_HUMAN RL171_ARATH RL172_ARATH A7RSF0_NEMVE H3G8X7_PHYRM RL17_DICDI B8BY08_THAPS A9UP64_MONBE Q4Q5P2_LEIMA Q4QAX6_LEIMA RL17_NEUCR Q8IDI5_PLAF7 A0A0D1DPE7_USTMA F4PAX6_BATDJ A8BE76_GIAIC
OG_8747	A0A2K3E3F4_CHLRE A0A2K1JIZ4_PHYPA MTREX_HUMAN MTR4_ARATH A7RX65_NEMVE H3H7Q1_PHYRM H3GEP5_PHYRM H3G6A8_PHYRM Q86IE2_DICDI B8C5Z9_THAPS A9V4P7_MONBE Q1K502_NEUCR A0A0D1CV54_USTMA F4P7N4_BATDJ
OG_8748	A0BTM6_PARTE A0C491_PARTE A0A2K3CXL9_CHLRE Q4QF36_LEIMA A2E942_TRIVA A9S2J6_PHYPA SYQ_HUMAN F4K2L4_ARATH B8C444_THAPS SYQ_DICDI A0A0D1E2G3_USTMA F4NXW0_BATDJ A0DKF1_PARTE Q7S9Z2_NEUCR H3GDB7_PHYRM A7S8N2_NEMVE SYQ_ARATH A8BT15_GIAIC A0A1P8APZ3_ARATH
OG_8749	A0EA27_PARTE SYCC_DICDI F4PCQ7_BATDJ A0CBE8_PARTE A0C1L1_PARTE Q4QGR8_LEIMA H3H2X5_PHYRM E2RTX1_GIAIC H3GDB7_PHYRM A0A2K1JBT2_PHYPA B8BR45_THAPS A9UUU3_MONBE Q7S618_NEUCR A0A0D1E042_USTMA A0A2K3DWZ7_CHLRE SYCC_HUMAN A7T267_NEMVE A7RID2_NEMVE A9V441_MONBE Q8IJP3_PLAF7 A0A143ZXE7_PLAF7 A0A143ZZ50_PLAF7 A0A2K1K2D9_PHYPA
OG_8750	A0DEE1_PARTE A0D1V2_PARTE A0A2K3CUK9_CHLRE A0A2K1JDN2_PHYPA A9TCZ3_PHYPA ETFA_HUMAN ETFA_ARATH A7RR94_NEMVE H3HBC2_PHYRM ETFA_DICDI B8C4K4_THAPS A9UQQ4_MONBE Q4Q8F2_LEIMA Q7RVY2_NEUCR A0A0D1BYS9_USTMA F4NUM1_BATDJ
OG_8751	A0BV00_PARTE A0CNC8_PARTE A0CK95_PARTE A0E5S3_PARTE A0CLB8_PARTE A0CWX0_PARTE A0CZM4_PARTE A0DSZ2_PARTE A0CQF9_PARTE Q6BFN7_PARTE A2E1L5_TRIVA A8HVQ1_CHLRE A0A2K1IQY2_PHYPA A9S3Y5_PHYPA A9T469_PHYPA A9TGU7_PHYPA A9TQV8_PHYPA A9TG34_PHYPA RS8_HUMAN RS81_ARATH RS82_ARATH A7T0C1_NEMVE H3G699_PHYRM RS8_DICDI B8CB96_THAPS A9UZ80_MONBE RS8_LEIMA V5IPM8_NEUCR Q8IM10_PLAF7 A0A0D1C3Y9_USTMA F4NRJ9_BATDJ A8B252_GIAIC
OG_8752	Q8IKK9_PLAF7 A0CU71_PARTE A0CU72_PARTE A0DSG0_PARTE A0E3D9_PARTE A0DWL7_PARTE A0A2K3CU18_CHLRE A0A2K3D8Z6_CHLRE SPAT4_HUMAN A7S652_NEMVE A7T1I3_NEMVE H3H391_PHYRM F4PBM1_BATDJ A2DYU5_TRIVA A2EKH6_TRIVA Q4QHB0_LEIMA Q4QDG6_LEIMA A8BVJ3_GIAIC D3KGG6_GIAIC
